Time	rain	temp	wdsp	clamt	Clontarf - James Larkin Rd	Clontarf - Pebble Beach Carpark	Griffith Avenue (Clare Rd Side)	Griffith Avenue (Lane Side)	Grove Road Totem	Richmond Street Cyclists 1	Richmond Street Cyclists 2
2023-06-27T04:00:00Z	0.4	14.6	7	7	3	4	0	0	6	3	1
2023-06-27T05:00:00Z	0.2	14.2	7	7	5	6	1	0	34	2	12
2023-06-27T06:00:00Z	0	15.3	6	7	41	44	10	0	136	13	43
2023-06-27T07:00:00Z	0	16.6	8	7	83	109	19	0	355	39	79
2023-06-27T08:00:00Z	0	17.3	9	7	81	121	43	6	672	48	268
2023-06-27T09:00:00Z	0	17.7	11	7	48	73	16	1	284	28	129
2023-06-27T10:00:00Z	0	18.5	11	7	46	64	7	0	96	20	59
2023-06-27T11:00:00Z	0	18.9	10	7	58	60	8	0	86	32	52
2023-06-27T12:00:00Z	0	19	9	7	60	86	16	0	108	44	76
2023-06-27T13:00:00Z	0	19.8	9	7	58	65	19	2	117	58	81
2023-06-27T14:00:00Z	0	21.2	11	7	42	80	18	6	99	47	61
2023-06-27T15:00:00Z	0	21.9	11	7	46	63	16	1	144	67	67
2023-06-27T16:00:00Z	0	21.2	10	7	53	84	29	4	230	95	82
2023-06-27T17:00:00Z	0	20.7	10	7	112	199	30	10	500	254	124
2023-06-27T18:00:00Z	0	20.3	9	7	127	180	30	6	369	141	125
2023-06-27T19:00:00Z	0	19.1	9	7	93	152	29	12	205	47	83
2023-06-27T20:00:00Z	0	19.3	8	7	68	101	17	15	147	53	71
2023-06-27T21:00:00Z	0	18.9	8	7	41	55	11	4	118	69	45
2023-06-27T22:00:00Z	0	18.5	7	7	19	27	7	2	74	42	42
2023-06-27T23:00:00Z	0	17.6	6	7	18	21	2	0	53	35	29
2023-06-28T00:00:00Z	0	16.5	5	7	4	7	2	0	23	16	17
2023-06-28T01:00:00Z	0.1	16.1	7	7	3	1	0	0	7	1	0
2023-06-28T02:00:00Z	0.6	15.8	7	7	1	3	1	0	4	5	2
2023-06-28T03:00:00Z	0	15.9	5	7	1	2	1	0	3	0	4
2023-06-28T04:00:00Z	0	15.7	5	7	1	3	3	1	8	2	5
2023-06-28T05:00:00Z	0	15.7	3	7	12	16	2	0	36	3	12
2023-06-28T06:00:00Z	0	16.1	3	7	46	47	7	1	133	13	36
2023-06-28T07:00:00Z	0	17.3	5	7	86	131	13	12	315	32	97
2023-06-28T08:00:00Z	0.1	17.2	5	7	98	143	43	5	627	48	214
2023-06-28T09:00:00Z	0.5	13.8	9	7	53	69	21	11	293	23	150
2023-06-28T10:00:00Z	0.2	14	14	7	24	28	2	4	82	25	45
2023-06-28T11:00:00Z	0.8	13.6	9	7	21	26	5	2	72	21	43
2023-06-28T12:00:00Z	0	16	11	7	21	33	10	8	84	39	59
2023-06-28T13:00:00Z	0.1	16.9	13	7	23	49	9	2	119	69	79
2023-06-28T14:00:00Z	0	18.6	11	7	35	53	11	0	103	32	77
2023-06-28T15:00:00Z	0	18.5	9	6	44	58	19	1	150	41	66
2023-06-28T16:00:00Z	0	19.4	9	6	76	97	28	6	249	97	81
2023-06-28T17:00:00Z	0	17.6	11	6	107	196	34	3	410	146	121
2023-06-28T18:00:00Z	0	17.2	10	6	134	183	21	1	335	88	92
2023-06-28T19:00:00Z	0	17	7	6	92	127	27	3	195	75	93
2023-06-28T20:00:00Z	0	16.1	8	6	75	121	15	0	143	69	89
2023-06-28T21:00:00Z	0	14.2	7	6	49	92	13	1	111	52	61
2023-06-28T22:00:00Z	0	13.8	8	6	11	32	13	0	83	39	55
2023-06-28T23:00:00Z	0	12.4	8	6	13	20	7	0	43	30	17
2023-06-29T00:00:00Z	0	11.3	8	6	5	9	1	0	43	13	10
2023-06-29T01:00:00Z	0	10.3	8	6	2	2	0	0	12	5	4
2023-06-29T02:00:00Z	0	10.3	9	6	0	1	1	0	5	4	3
2023-06-29T03:00:00Z	0	9.4	8	6	1	1	0	0	6	4	2
2023-06-29T04:00:00Z	0	9.7	7	6	0	2	1	0	6	2	3
2023-06-29T05:00:00Z	0	10	5	1	10	13	1	1	35	1	14
2023-06-29T06:00:00Z	0	11.1	5	4	62	72	11	1	142	16	36
2023-06-29T07:00:00Z	0	12.1	6	5	82	109	15	6	299	34	89
2023-06-29T08:00:00Z	0	14	9	3	109	185	35	1	602	51	240
2023-06-29T09:00:00Z	0	15.6	10	5	56	85	26	2	280	31	142
2023-06-29T10:00:00Z	0	15.5	11	7	79	95	12	2	107	16	69
2023-06-29T11:00:00Z	0	15.8	11	7	63	78	19	5	91	47	77
2023-06-29T12:00:00Z	0	16.7	11	7	66	83	14	13	118	54	89
2023-06-29T13:00:00Z	0	18.1	10	7	71	91	15	2	129	74	104
2023-06-29T14:00:00Z	0	17.1	10	7	47	84	12	0	124	87	73
2023-06-29T15:00:00Z	0	16.9	9	8	53	71	23	6	148	66	88
2023-06-29T16:00:00Z	0	16.9	10	8	83	113	27	10	248	121	97
2023-06-29T17:00:00Z	0	18.1	9	7	98	164	33	30	445	194	114
2023-06-29T18:00:00Z	0	17.7	8	7	127	188	31	14	364	181	138
2023-06-29T19:00:00Z	0	16.5	8	7	103	138	12	16	202	125	100
2023-06-29T20:00:00Z	0	16.5	7	7	75	125	21	3	140	115	81
2023-06-29T21:00:00Z	0	15.1	6	7	38	75	11	1	141	63	67
2023-06-29T22:00:00Z	0	14.9	6	6	22	36	14	0	93	72	62
2023-06-29T23:00:00Z	0	14.6	5	6	11	17	6	1	50	56	33
2023-06-30T00:00:00Z	0	14.6	6	6	8	17	6	0	45	33	22
2023-06-30T01:00:00Z	0	14.5	8	6	4	0	1	0	14	6	1
2023-06-30T02:00:00Z	0.1	13.3	7	8	0	2	1	0	5	8	3
2023-06-30T03:00:00Z	0.5	12.7	8	8	2	4	1	0	4	4	4
2023-06-30T04:00:00Z	0.2	12.8	6	7	0	1	1	0	9	1	2
2023-06-30T05:00:00Z	0	13.1	7	7	2	8	1	0	36	3	14
2023-06-30T06:00:00Z	0	13.1	8	7	25	42	11	0	127	11	23
2023-06-30T07:00:00Z	0	13.4	8	7	58	61	11	0	215	30	79
2023-06-30T08:00:00Z	0.1	13.9	8	8	58	92	29	2	394	36	145
2023-06-30T09:00:00Z	0	14.7	8	8	41	57	16	3	198	42	109
2023-06-30T10:00:00Z	0.1	15.3	8	8	42	64	3	0	90	39	64
2023-06-30T11:00:00Z	0.2	16	9	8	38	61	9	0	93	32	67
2023-06-30T12:00:00Z	0.2	16.1	9	8	37	49	9	3	126	57	79
2023-06-30T13:00:00Z	0	16.9	11	8	38	56	15	0	137	64	90
2023-06-30T14:00:00Z	0	16.9	13	8	32	49	11	1	116	69	82
2023-06-30T15:00:00Z	0	16.8	15	7	45	60	11	2	145	65	76
2023-06-30T16:00:00Z	0.1	16.1	13	8	48	73	20	1	218	83	87
2023-06-30T17:00:00Z	0.1	16.9	13	7	39	80	15	0	294	143	104
2023-06-30T18:00:00Z	0	16.7	12	8	50	72	20	0	207	101	130
2023-06-30T19:00:00Z	0	16.2	13	7	30	52	18	0	150	89	105
2023-06-30T20:00:00Z	0.2	15.3	14	7	14	34	7	0	117	88	96
2023-06-30T21:00:00Z	0	14.9	14	8	7	26	6	0	90	55	62
2023-06-30T22:00:00Z	0	14.3	15	8	6	15	7	0	56	49	39
2023-06-30T23:00:00Z	0.3	13.6	16	8	9	18	3	0	60	48	27
2023-07-01T00:00:00Z	0.1	13.6	15	8	6	5	6	0	30	27	26
2023-07-01T01:00:00Z	0.3	13.5	14	8	7	4	0	0	22	4	0
2023-07-01T02:00:00Z	0	12.7	15	8	0	1	0	0	13	13	5
2023-07-01T03:00:00Z	0.1	12.8	16	7	0	0	0	0	10	17	6
2023-07-01T04:00:00Z	0	12.7	14	6	1	2	1	0	13	8	3
2023-07-01T05:00:00Z	0	12.6	14	7	4	6	0	1	8	2	4
2023-07-01T06:00:00Z	0.1	13.3	13	7	14	18	3	0	40	3	7
2023-07-01T07:00:00Z	0	13.2	13	7	40	41	5	0	50	16	12
2023-07-01T08:00:00Z	0	14.4	15	7	40	44	7	0	76	15	34
2023-07-01T09:00:00Z	0	15.2	20	6	65	104	13	0	74	28	59
2023-07-01T10:00:00Z	0	16.1	21	3	81	136	14	2	81	36	74
2023-07-01T11:00:00Z	0	16	21	6	95	136	8	4	97	44	81
2023-07-01T12:00:00Z	0.1	16.7	19	6	85	138	12	7	103	71	82
2023-07-01T13:00:00Z	0	17.4	19	7	58	100	11	4	102	72	86
2023-07-01T14:00:00Z	0	16.7	20	6	60	105	14	5	132	57	88
2023-07-01T15:00:00Z	0	18.2	21	5	80	110	12	4	104	73	97
2023-07-01T16:00:00Z	0	16.3	20	5	72	116	10	5	121	72	89
2023-07-01T17:00:00Z	0	15.8	19	7	70	111	16	2	90	81	73
2023-07-01T18:00:00Z	0	15.7	17	6	46	85	15	4	108	78	87
2023-07-01T19:00:00Z	0	14.8	18	4	47	52	17	3	105	74	81
2023-07-01T20:00:00Z	0	14.2	16	5	36	61	11	5	88	40	69
2023-07-01T21:00:00Z	0	13.3	13	5	23	30	14	7	56	44	74
2023-07-01T22:00:00Z	0	12.6	10	6	6	10	8	3	43	41	41
2023-07-01T23:00:00Z	0	12.3	13	5	7	13	4	3	29	46	37
2023-07-02T00:00:00Z	0	11.3	10	2	8	9	3	0	37	38	27
2023-07-02T01:00:00Z	0	10.6	8	2	5	5	1	0	17	7	0
2023-07-02T02:00:00Z	0	10.1	7	2	0	3	0	0	20	16	2
2023-07-02T03:00:00Z	0	11.1	6	5	1	6	0	0	17	13	2
2023-07-02T04:00:00Z	0	11.2	6	7	0	1	1	0	6	7	0
2023-07-02T05:00:00Z	0	11.6	7	7	3	5	3	0	8	8	3
2023-07-02T06:00:00Z	0	12.2	7	7	3	7	0	0	31	3	6
2023-07-02T07:00:00Z	0	12.7	8	7	41	57	1	0	27	7	16
2023-07-02T08:00:00Z	0	13.3	9	7	78	93	7	0	50	15	19
2023-07-02T09:00:00Z	0	14.1	12	7	89	125	11	0	48	14	24
2023-07-02T10:00:00Z	0	15.1	12	7	142	169	8	0	95	26	41
2023-07-02T11:00:00Z	0	15.7	11	7	155	187	14	0	74	41	63
2023-07-02T12:00:00Z	0	15.6	13	6	117	168	32	0	86	65	75
2023-07-02T13:00:00Z	0	14.4	17	6	96	153	20	0	118	50	71
2023-07-02T14:00:00Z	0.1	17.5	18	6	80	112	17	0	70	50	83
2023-07-02T15:00:00Z	0	15.5	19	6	56	93	6	0	89	41	80
2023-07-02T16:00:00Z	0.4	15.1	18	2	58	79	10	3	84	55	71
2023-07-02T17:00:00Z	0	15.1	19	6	45	65	11	0	94	56	62
2023-07-02T18:00:00Z	0.1	14.4	16	5	56	72	11	0	105	77	61
2023-07-02T19:00:00Z	0	12.8	15	6	41	49	26	1	73	64	80
2023-07-02T20:00:00Z	0	13.1	11	3	28	59	18	0	94	72	65
2023-07-02T21:00:00Z	0	12.4	10	5	10	25	9	1	48	43	45
2023-07-02T22:00:00Z	0	11.8	9	4	9	11	6	0	47	35	28
2023-07-02T23:00:00Z	0	11.5	8	5	1	8	5	0	20	33	17
2023-07-03T00:00:00Z	0	11.1	6	5	2	8	3	0	18	22	7
2023-07-03T01:00:00Z	0	10.9	7	5	3	0	0	0	5	4	0
2023-07-03T02:00:00Z	0	10.2	6	3	1	1	0	0	4	4	1
2023-07-03T03:00:00Z	0	10.5	6	6	0	1	0	0	3	4	2
2023-07-03T04:00:00Z	0	10.6	6	6	1	4	1	0	8	1	2
2023-07-03T05:00:00Z	0.2	10.3	6	6	6	10	1	1	26	0	9
2023-07-03T06:00:00Z	1	10.1	7	7	21	23	8	0	93	7	21
2023-07-03T07:00:00Z	1	10	5	7	33	49	7	3	193	24	57
2023-07-03T08:00:00Z	0.2	11.3	7	7	33	54	12	17	338	34	105
2023-07-03T09:00:00Z	0	12.6	11	6	31	38	18	18	178	35	103
2023-07-03T10:00:00Z	0	14	14	6	29	39	7	3	85	28	58
2023-07-03T11:00:00Z	0	13.4	12	7	42	52	12	8	97	31	57
2023-07-03T12:00:00Z	0.1	13.2	11	7	36	67	13	5	86	46	69
2023-07-03T13:00:00Z	0.3	14.9	10	5	28	47	12	1	78	49	42
2023-07-03T14:00:00Z	2.6	14.2	10	5	39	52	14	2	95	60	69
2023-07-03T15:00:00Z	0	16.5	15	5	36	49	8	5	100	66	51
2023-07-03T16:00:00Z	0	15.7	16	5	47	77	20	10	165	107	61
2023-07-03T17:00:00Z	0	15.6	14	4	68	106	22	13	303	156	66
2023-07-03T18:00:00Z	1.1	12.4	13	6	71	109	19	2	220	148	81
2023-07-03T19:00:00Z	0.6	12.1	9	5	27	48	15	1	127	89	64
2023-07-03T20:00:00Z	0.8	11	10	5	27	37	4	1	101	86	52
2023-07-03T21:00:00Z	1.4	10.1	8	6	12	23	14	3	64	39	47
2023-07-03T22:00:00Z	0	10.1	6	3	8	19	5	0	46	33	20
2023-07-03T23:00:00Z	0	10.1	6	3	0	2	3	0	26	16	15
2023-07-04T00:00:00Z	0	10.1	7	3	0	3	1	0	14	16	10
2023-07-04T01:00:00Z	0	10.2	7	3	3	1	0	0	5	1	0
2023-07-04T02:00:00Z	0	10.1	8	3	0	1	0	0	1	4	1
2023-07-04T03:00:00Z	0	9.4	7	3	1	1	0	0	3	3	3
2023-07-04T04:00:00Z	0	9.2	7	1	0	4	1	0	8	1	1
2023-07-04T05:00:00Z	0	9.5	7	1	6	9	2	2	34	2	11
2023-07-04T06:00:00Z	0	10.5	7	1	36	42	11	4	143	15	37
2023-07-04T07:00:00Z	0	11.8	8	1	70	93	13	0	289	27	80
2023-07-04T08:00:00Z	0	12.9	9	1	101	148	20	0	614	55	227
2023-07-04T09:00:00Z	0	14.3	9	3	66	83	21	0	254	36	134
2023-07-04T10:00:00Z	0	15.5	10	3	47	61	15	0	93	34	69
2023-07-04T11:00:00Z	0	16.8	9	5	62	79	14	0	89	38	60
2023-07-04T12:00:00Z	0	17.9	8	6	73	112	17	0	84	53	80
2023-07-04T13:00:00Z	0	17.8	8	7	51	80	15	3	110	63	75
2023-07-04T14:00:00Z	0	17.4	7	7	40	66	16	4	96	63	71
2023-07-04T15:00:00Z	0	17.6	7	7	37	67	12	0	129	63	53
2023-07-04T16:00:00Z	0	18	9	6	53	87	21	0	232	105	70
2023-07-04T17:00:00Z	0	17.9	10	7	144	202	36	1	448	205	115
2023-07-04T18:00:00Z	0	13.8	13	7	98	141	37	0	293	160	93
2023-07-04T19:00:00Z	0.9	12.9	11	7	57	72	15	0	173	95	77
2023-07-04T20:00:00Z	0	12.4	6	7	30	45	12	0	107	76	74
2023-07-04T21:00:00Z	0.1	12.5	10	7	34	46	11	0	86	58	41
2023-07-04T22:00:00Z	0.1	11.8	11	7	4	12	8	0	61	38	28
2023-07-04T23:00:00Z	0	11.5	10	7	2	5	2	0	35	26	14
2023-07-05T00:00:00Z	0	11.6	9	7	0	3	3	0	21	22	9
2023-07-05T01:00:00Z	0	10.2	10	3	1	0	0	1	5	3	0
2023-07-05T02:00:00Z	0	10.2	9	4	0	0	0	0	3	2	2
2023-07-05T03:00:00Z	0	9.2	10	4	0	0	1	0	5	3	0
2023-07-05T04:00:00Z	0	9.5	8	5	1	4	2	1	9	2	3
2023-07-05T05:00:00Z	0	10	6	5	7	10	0	1	35	6	9
2023-07-05T06:00:00Z	0	10.7	6	6	31	41	10	5	142	17	41
2023-07-05T07:00:00Z	0	11.5	7	6	73	91	12	2	301	31	82
2023-07-05T08:00:00Z	0	12.6	8	7	102	154	26	4	592	57	221
2023-07-05T09:00:00Z	0	14	9	7	40	58	22	12	280	44	129
2023-07-05T10:00:00Z	0	14.7	10	7	36	51	10	7	94	25	50
2023-07-05T11:00:00Z	0	15.3	8	7	46	58	6	8	95	37	58
2023-07-05T12:00:00Z	0	17	8	7	40	53	12	4	59	62	74
2023-07-05T13:00:00Z	0	17.4	9	6	50	74	18	11	62	70	79
2023-07-05T14:00:00Z	0	17.8	10	6	21	54	12	2	99	72	44
2023-07-05T15:00:00Z	0.1	17.2	9	7	43	51	16	0	147	76	62
2023-07-05T16:00:00Z	1.3	15.5	10	7	71	106	23	1	239	95	64
2023-07-05T17:00:00Z	0	16.2	14	7	121	176	45	17	479	194	126
2023-07-05T18:00:00Z	0	17.3	13	6	129	197	34	1	355	163	120
2023-07-05T19:00:00Z	0	15.3	11	6	102	138	17	1	208	103	105
2023-07-05T20:00:00Z	0	14.5	12	6	53	103	17	6	136	91	82
2023-07-05T21:00:00Z	0	13.7	9	6	35	56	15	3	118	62	62
2023-07-05T22:00:00Z	0	13	6	7	18	23	11	1	75	51	40
2023-07-05T23:00:00Z	0	12.9	5	7	4	9	2	1	38	34	24
2023-07-06T00:00:00Z	0	12.4	6	7	3	8	5	0	27	23	14
2023-07-06T01:00:00Z	0	12.2	6	7	2	0	1	0	6	4	0
2023-07-06T02:00:00Z	0	12.2	6	7	2	1	0	0	2	5	1
2023-07-06T03:00:00Z	0	11.8	6	7	4	5	0	0	9	5	2
2023-07-06T04:00:00Z	0	12.3	5	7	0	4	2	1	10	2	3
2023-07-06T05:00:00Z	0	12.4	6	7	5	6	1	1	33	4	13
2023-07-06T06:00:00Z	0	12.6	6	7	24	32	7	0	122	13	31
2023-07-06T07:00:00Z	0	14.4	7	7	74	85	9	0	290	30	72
2023-07-06T08:00:00Z	0	15.2	8	7	97	139	21	1	548	57	190
2023-07-06T09:00:00Z	0	16.7	10	7	56	83	25	3	238	33	142
2023-07-06T10:00:00Z	0	17.6	11	7	75	88	13	0	95	25	55
2023-07-06T11:00:00Z	0	17.5	13	7	53	59	7	3	85	32	62
2023-07-06T12:00:00Z	0.2	14.9	16	8	35	61	21	0	107	46	66
2023-07-06T13:00:00Z	0.5	15.2	14	8	28	41	15	3	109	63	75
2023-07-06T14:00:00Z	0.5	15.4	12	8	19	37	14	1	76	53	55
2023-07-06T15:00:00Z	0	16.1	16	8	18	33	12	1	138	41	66
2023-07-06T16:00:00Z	0	16.3	18	8	30	66	27	1	203	74	79
2023-07-06T17:00:00Z	0.1	16.5	14	8	54	88	26	0	346	170	82
2023-07-06T18:00:00Z	0.2	16.5	13	8	62	88	20	0	284	129	93
2023-07-06T19:00:00Z	0.1	17.4	13	8	27	52	23	0	174	89	96
2023-07-06T20:00:00Z	0	17.5	17	8	30	45	11	0	130	81	85
2023-07-06T21:00:00Z	0	17.4	14	8	18	22	12	0	95	50	56
2023-07-06T22:00:00Z	0	17.3	15	8	7	11	7	0	65	43	35
2023-07-06T23:00:00Z	0.1	17	14	7	2	7	2	0	52	38	27
2023-07-07T00:00:00Z	0	17.3	13	6	3	5	6	1	23	30	11
2023-07-07T01:00:00Z	0	17.4	11	6	2	0	1	0	11	2	0
2023-07-07T02:00:00Z	0	17.7	6	7	0	3	0	0	6	6	2
2023-07-07T03:00:00Z	0	17.5	8	7	2	2	1	0	8	8	3
2023-07-07T04:00:00Z	0	17.4	6	7	0	3	2	0	8	1	2
2023-07-07T05:00:00Z	0	17.4	6	7	6	9	0	1	21	3	8
2023-07-07T06:00:00Z	0	16.8	7	7	23	29	7	0	125	15	27
2023-07-07T07:00:00Z	0	18	10	7	42	57	10	0	204	25	64
2023-07-07T08:00:00Z	0	18.6	13	7	58	78	16	14	331	42	117
2023-07-07T09:00:00Z	0	19.5	15	7	31	49	17	7	191	38	96
2023-07-07T10:00:00Z	0	19.5	13	7	37	60	6	0	72	24	51
2023-07-07T11:00:00Z	0	18.9	16	7	21	43	7	0	70	37	63
2023-07-07T12:00:00Z	0	19.8	15	7	39	60	11	0	116	55	80
2023-07-07T13:00:00Z	0	19.4	13	7	50	74	17	1	124	79	81
2023-07-07T14:00:00Z	0	17.9	11	7	25	55	23	1	109	69	84
2023-07-07T15:00:00Z	0	18.7	10	7	48	65	14	0	143	74	73
2023-07-07T16:00:00Z	0	19.4	10	7	56	77	18	0	196	74	99
2023-07-07T17:00:00Z	0	20.1	11	6	87	133	26	0	281	124	108
2023-07-07T18:00:00Z	0	18.8	11	6	77	123	19	0	235	104	116
2023-07-07T19:00:00Z	0	17.6	9	5	65	100	10	0	146	93	101
2023-07-07T20:00:00Z	0	15.9	9	7	53	84	17	0	114	76	104
2023-07-07T21:00:00Z	0	16	9	7	25	46	7	1	81	42	79
2023-07-07T22:00:00Z	0	15	9	6	15	26	10	0	77	49	33
2023-07-07T23:00:00Z	0	14.3	7	4	13	12	4	0	53	54	32
2023-07-08T00:00:00Z	0	15.2	8	6	5	7	4	0	53	31	24
2023-07-08T01:00:00Z	0	17.7	9	6	4	2	3	0	24	7	2
2023-07-08T02:00:00Z	0	18.4	11	6	1	2	1	0	10	25	9
2023-07-08T03:00:00Z	0	18.3	15	6	2	0	2	0	8	12	7
2023-07-08T04:00:00Z	0	17.5	14	6	0	1	1	0	11	7	2
2023-07-08T05:00:00Z	0	16.5	13	7	2	2	3	0	10	3	6
2023-07-08T06:00:00Z	0	16.6	15	7	9	10	3	0	35	7	10
2023-07-08T07:00:00Z	0	17.8	14	7	21	21	3	0	47	12	30
2023-07-08T08:00:00Z	0	18.1	15	7	44	50	4	2	66	10	37
2023-07-08T09:00:00Z	0	18	18	7	66	77	13	0	79	20	47
2023-07-08T10:00:00Z	0	19.1	14	5	24	88	17	0	93	39	63
2023-07-08T11:00:00Z	0	19.4	15	4	4	118	9	3	112	38	78
2023-07-08T12:00:00Z	0	20	15	6	103	136	18	5	116	60	83
2023-07-08T13:00:00Z	0	19.9	11	7	114	179	15	11	124	71	108
2023-07-08T14:00:00Z	0	21.3	11	6	89	152	17	4	119	64	88
2023-07-08T15:00:00Z	0	20.7	10	6	118	185	10	1	115	57	90
2023-07-08T16:00:00Z	0	20.8	7	7	114	171	24	1	120	79	93
2023-07-08T17:00:00Z	0	20.1	7	7	94	159	18	0	118	59	98
2023-07-08T18:00:00Z	0	19.8	9	7	51	90	19	1	92	68	83
2023-07-08T19:00:00Z	0	18.6	9	6	46	73	11	9	94	66	76
2023-07-08T20:00:00Z	0	17.8	8	7	37	65	16	8	111	64	84
2023-07-08T21:00:00Z	0	16.5	8	7	21	40	4	0	74	41	50
2023-07-08T22:00:00Z	0	15.3	6	7	8	15	3	0	51	38	43
2023-07-08T23:00:00Z	0	14.6	4	7	13	14	2	0	47	32	32
2023-07-09T00:00:00Z	0	13.5	3	7	3	8	3	0	34	37	29
2023-07-09T01:00:00Z	0	11.8	3	7	4	1	3	1	25	6	2
2023-07-09T02:00:00Z	0	9.1	3	3	0	0	0	0	23	25	7
2023-07-09T03:00:00Z	0	8.7	3	3	0	1	1	0	12	15	6
2023-07-09T04:00:00Z	0	12.5	6	3	1	1	1	0	4	12	2
2023-07-09T05:00:00Z	0	13.4	4	4	4	5	0	0	10	6	4
2023-07-09T06:00:00Z	0	15.2	7	6	11	13	0	0	33	5	10
2023-07-09T07:00:00Z	0	16.3	7	7	29	37	2	2	34	3	13
2023-07-09T08:00:00Z	0	16.5	9	6	111	126	7	0	55	4	22
2023-07-09T09:00:00Z	0.2	15.7	11	6	112	141	8	0	49	17	29
2023-07-09T10:00:00Z	0.4	15.6	10	6	102	129	10	0	53	11	39
2023-07-09T11:00:00Z	0	18.4	10	5	95	118	5	0	74	36	61
2023-07-09T12:00:00Z	3.6	17.7	10	5	93	134	19	2	78	43	72
2023-07-09T13:00:00Z	0	18.9	8	5	87	122	16	2	105	53	66
2023-07-09T14:00:00Z	0	20.3	9	5	97	163	19	0	85	46	82
2023-07-09T15:00:00Z	0	20.4	10	5	92	137	16	2	84	61	68
2023-07-09T16:00:00Z	0	19.5	9	5	81	127	7	4	117	65	76
2023-07-09T17:00:00Z	0	20	11	5	63	126	14	4	89	49	60
2023-07-09T18:00:00Z	0	19	11	5	71	143	15	3	111	76	71
2023-07-09T19:00:00Z	0	17.6	9	5	57	99	15	0	106	64	68
2023-07-09T20:00:00Z	0	14.9	8	4	41	76	13	1	96	59	65
2023-07-09T21:00:00Z	0	14	5	4	28	49	7	2	63	47	46
2023-07-09T22:00:00Z	0	12.4	4	4	5	20	4	0	44	37	32
2023-07-09T23:00:00Z	0	11.6	4	2	4	6	1	0	31	34	23
2023-07-10T00:00:00Z	0	12.7	3	5	5	7	4	0	11	15	10
2023-07-10T01:00:00Z	0	13.6	4	6	2	0	0	0	7	3	1
2023-07-10T02:00:00Z	0	14.1	4	6	1	4	0	0	2	9	2
2023-07-10T03:00:00Z	0	13.5	5	7	1	2	0	0	3	3	2
2023-07-10T04:00:00Z	0.1	14.1	4	7	3	4	0	0	7	2	4
2023-07-10T05:00:00Z	0.7	13.9	5	7	4	6	0	2	34	4	10
2023-07-10T06:00:00Z	0.6	14.2	5	7	23	29	7	0	107	13	25
2023-07-10T07:00:00Z	0.9	14.9	5	7	27	38	9	0	220	28	55
2023-07-10T08:00:00Z	0.1	15.8	6	7	51	74	19	9	408	54	132
2023-07-10T09:00:00Z	1.8	14.7	7	7	14	27	17	1	178	25	73
2023-07-10T10:00:00Z	0.2	16.8	7	7	17	20	5	1	72	18	37
2023-07-10T11:00:00Z	0.7	15.3	10	7	29	21	4	0	60	33	34
2023-07-10T12:00:00Z	1	15.2	9	7	19	23	3	0	61	33	47
2023-07-10T13:00:00Z	2	14.8	8	7	10	15	6	1	79	49	45
2023-07-10T14:00:00Z	2.3	15	6	7	6	11	1	0	64	41	40
2023-07-10T15:00:00Z	0.4	15.7	5	7	16	24	4	0	104	48	41
2023-07-10T16:00:00Z	0	16.6	3	7	35	50	10	3	164	90	55
2023-07-10T17:00:00Z	0.1	16.7	4	7	53	93	26	9	315	157	74
2023-07-10T18:00:00Z	0.2	16.9	5	7	34	53	30	2	227	136	61
2023-07-10T19:00:00Z	0	16.4	4	6	24	42	13	1	120	81	68
2023-07-10T20:00:00Z	0.1	16.4	2	6	31	46	8	8	87	64	44
2023-07-10T21:00:00Z	0.1	15.7	4	7	11	16	6	0	72	53	49
2023-07-10T22:00:00Z	2.7	14.1	7	7	6	8	5	1	37	30	25
2023-07-10T23:00:00Z	1.9	14	5	7	2	3	2	0	22	12	11
2023-07-11T00:00:00Z	0.1	13.7	5	6	0	2	1	0	9	13	6
2023-07-11T01:00:00Z	0	13.8	6	6	2	0	0	0	5	2	1
2023-07-11T02:00:00Z	0	13.7	6	6	0	0	0	0	4	2	0
2023-07-11T03:00:00Z	0	13.4	7	6	1	0	0	0	3	4	0
2023-07-11T04:00:00Z	0	13.5	6	7	1	5	2	0	7	1	1
2023-07-11T05:00:00Z	0	13.5	6	7	5	5	2	5	32	1	13
2023-07-11T06:00:00Z	0	13.4	6	7	33	40	4	6	118	14	35
2023-07-11T07:00:00Z	0	13.7	5	7	67	95	14	1	303	29	84
2023-07-11T08:00:00Z	0	15.3	6	6	88	120	24	1	582	55	207
2023-07-11T09:00:00Z	0	16.2	9	7	38	65	18	0	251	37	134
2023-07-11T10:00:00Z	0	17	9	7	69	91	11	0	93	28	71
2023-07-11T11:00:00Z	0	16.8	10	7	64	77	8	2	82	30	54
2023-07-11T12:00:00Z	0	18.6	9	7	51	73	8	3	101	55	74
2023-07-11T13:00:00Z	0	16.5	13	7	52	65	28	4	105	70	77
2023-07-11T14:00:00Z	0	19.5	9	7	38	57	19	8	92	53	69
2023-07-11T15:00:00Z	0	19.5	13	5	41	57	11	1	117	59	58
2023-07-11T16:00:00Z	0	18.5	14	7	63	101	25	0	207	103	98
2023-07-11T17:00:00Z	2.7	13.8	14	7	123	186	40	1	427	216	95
2023-07-11T18:00:00Z	0.4	14.8	9	7	90	142	28	3	336	197	117
2023-07-11T19:00:00Z	0	15.4	5	7	97	129	18	1	207	114	82
2023-07-11T20:00:00Z	0.1	14.6	5	7	78	101	20	0	130	78	70
